| Caso | Precondicion | Estado |
| 2572 | Disponga de una o varias tarjetas de crédito | OK |
| 2572 | La opción "Compras en internet" activada | KO |
| 2574 | Disponer de un usuario que contenga un contrato de banca a distancia de tipo particular | OK |
| 2574 | Tenga una o varias tarjetas de crédito | OK |
| 2575 | Disponer de un usuario que contenga un contrato de banca a distancia de tipo particular | OK |
| 2575 | Tenga una o varias tarjetas de crédito | OK |
| 2576 | Disponer de un usuario que contenga un contrato de banca a distancia de tipo particular | OK |
| 2576 | Tenga una o varias tarjetas de crédito | OK |
| 2578 | Disponer de un usuario que contenga un contrato de banca a distancia de tipo particular | OK |
| 2578 | Tenga una o varias tarjetas de crédito | OK |
| 2579 | Disponer de un usuario que contenga un contrato de banca a distancia de tipo particular | OK |
| 2579 | Tenga una o varias tarjetas de crédito | OK |
| 2580 | Usuario particular con firma vTPC1 o vTPC2 | OK |
| 2580 | Con Tarjetas de beneficiarios pero ingresando desde la banca distancia del Titular de la cuenta de la misma | KO |
| 2580 | La tarjeta debe tener movimientos | OK |
| 2580 | El usuario debe tener configurado el tipo de envio de tarjetas como "Oficina" (con cuenta de firma conjunta) | KO |
| 2581 | Usuario particular con firma vTPC1 o vTPC2 | OK |
| 2581 | Con Tarjetas de beneficiarios pero ingresando desde la banca distancia del Titular de la cuenta de la misma | KO |
| 2581 | La tarjeta debe tener movimientos | OK |
| 2581 | La tarjeta debe ser con tipo de envio a oficina (con cuenta de firma conjunta) | KO |
| 2582 | Usuario con contrato de banca distancia de particular | OK |
| 2582 | que pueda acceder desde el segmento de particulares | OK |
| 2582 | Disponga de tarjetas con movimientos | OK |
| 2583 | Disponer de un usuario que contenga un contrato de banca a distancia tipo Particular con firma VTPC2 | OK |
| 2583 | que disponga de al menos una cuenta que tenga saldo | OK |
| 2584 | Disponer de un usuario que contenga un contrato de banca a distancia de tipo Particular con firma VTPC1 | OK |
| 2584 | que disponga de mas de una cuenta vista con saldo | OK |
| 2586 | Tener usuario Particular VTPC1 | OK |
| 2587 | Tener usuario Particular | OK |
| 2587 | Tipo de firma del usuario indistinta | OK |
| 2587 | Tener un beneficiario creado desde Gestión de beneficiarios | KO |
| 2587 | Este beneficiario deberá tener informado el campo nombre, con un valor de 33 caracteres o menos | KO |
| 2588 | Disponer de un usuario que contenga un contrato de banca a distancia tipo Particular | OK |
| 2588 | Sea accionista para poder realizar la operativa | KO |
| 2588 | esta prueba solo se podrá ejecutar en periodos que este abierto el plazo para la delegación de voto | KO |
| 2592 | Disponer de un usuario que tenga dado de alta un contrato de banca a distancia de tipo Particular con firma vTPC1 | OK |
| 2592 | que disponga de al menos una cuenta de valores y disponga de al menos cuenta vista asociada | KO |
| 2592 | Cumpla con los requisitos para poder operar dentro del mercado de Valores | KO |
| 2592 | Debe disponer de valores con títulos ya comprados en mercado nacional y que se encuentren disponibles para la venta | KO |
| 2593 | Usuario que tenga dado de alta un contrato de banca a distancia de tipo Particular vTPC1 | OK |
| 2593 | El usuario debe disponer de al menos una Cuenta de Valores (CCV) operativa y activa | KO |
| 2593 | y cumplir con los requisitos para poder operar dentro del mercado de Valores | KO |
| 2593 | La CCV debe tener al menos una Cuenta Corriente (CCC) asociada con saldo disponible suficiente | KO |
| 2593 | (No pueden ser de firma conjunta, o de un tipo de producto que no se pueda asociar a un contrato de valores, o tratarse de un ordenante que sea menor/no-residente español/discapacitado/autorizado/etc.) | KO |
| 2595 | Disponer de un usuario que disponga de un contrato de banca a distancia tipo Particular | OK |
| 2595 | Pueda acceder como agente desde el acceso a particulares | OK |
| 2595 | El usuario Red de agente, NO debe poseer ninguna CCV en su contrato Particular | KO |
| 2595 | El usuario Red de agente debe disponer de al menos un cliente con CCV contratadas | KO |
| 2596 | Disponer de un usuario que disponga de contrato de banca distancia Particular | OK |
| 2596 | que disponga de contrato de valores con acciones | KO |
| 2597 | Disponer de un usuario que contenga un contrato de banca a distancia Particular | OK |
| 2597 | que disponga de contrato de valores y de movimientos y órdenes en divisa euro y diferente a euro | KO |
| 2598 | Disponer de un usuario que contenga un contrato de banca a distancia particular | OK |
| 2598 | que disponga de contrato de valores y de movimientos y ordenes en divisa euro y diferente a euro | KO |
| 2599 | Disponer de un usuario que contenga un contrato de banca a distancia particular | OK |
| 2599 | que disponga de contrato de valores y de movimientos y ordenes en divisa euro y diferente a euro | KO |
| 2599 | disponga de órdenes pendientes y ordenes ejecutadas | KO |
| 2600 | Disponer de un usuario que contenga un contrato de banca a distancia particular | OK |
| 2600 | que disponga de contrato de valores y de movimientos y órdenes en divisa euro y diferente a euro | KO |
| 2600 | disponga de órdenes pendientes, órdenes ejecutadas y finalizadas | KO |
| 2610 | Disponer de un usuario que contenga un contrato de banca a distancia particular | OK |
| 2610 | que disponga de contrato de valores y de movimientos y órdenes en divisa euro y diferente a euro | KO |
| 2610 | disponga de órdenes pendientes, órdenes ejecutadas y finalizadas | KO |
| 2610 | Sea usuario registrado de BS Análisis (ie: con cuenta de valores y correo elecctrónico) | KO |
| 2611 | Disponer de un usuario que disponga de contrato de banca a distancia Particular | OK |
| 2611 | que disponga de contrato de valores con acciones | KO |
| 2612 | Disponer de un usuario que contenga un contrato de banca a distancia particular | OK |
| 2612 | que disponga de contrato de valores y de movimientos y órdenes en divisa Euro y diferente a Euro | KO |
| 2612 | disponga de órdenes pendientes y órdenes ejecutadas | KO |
| 2614 | Disponer de dos usuarios que tenga dado de alta un contrato de banca a distancia de tipo Particular con firma vTPC1 | OK |
| 2614 | y compartan cuenta corriente con 2 titulares | OK |
| 2614 | El usuario debe cumplir los requisitos para la contratación de Productos como Cuentas de Valores (No pueden ser de firma conjunta, o de un tipo de producto que no se pueda asociar a un contrato de valores, o tratarse de un ordenante que sea menor/no-residente español/discapacitado/autorizado/etc.) | KO |
| 2616 | Disponer de un usuario que tenga dado de alta un contrato de banca a distancia de tipo Particular | OK |
| 2616 | que disponga de al menos una cuenta de valores de tipo estándar | KO |
| 2616 | Posición para poder dar respuesta al dividendo flexible en vigor | KO |
| 2617 | Disponer de un usuario que tenga dado de alta un contrato de banca a distancia de tipo Particular | OK |
| 2617 | que disponga de al menos una cuenta de valores de tipo estándar | KO |
| 2617 | Posición para poder dar respuesta a la ampliación de capital non liberada en vigor | KO |
| 2620 | Disponer de un usario que contenga un contrato de banca a distancia Particular | OK |
| 2620 | que disponga de un contrato de valores para poder realizar operaciones | KO |
| 2620 | Dado de alta un usurio consultivo de particulares | KO |
| 2621 | Disponer de un usario que contenga un contrato de banca a distancia Particular | OK |
| 2621 | que disponga de un contrato de valores para poder realizar operaciones de compra/venta | KO |
| 2621 | Dado de alta un usurio consultivo de particulares | KO |
| 2622 | Disponer de un usuario que disponga de un contrato de banca a distancia Particular | OK |
| 2622 | que tenga órdenes en curso, pendientes y finalizadas y movimientos | KO |
| 2625 | Usuario que tenga dado de alta un contrato de banca a distancia de tipo Particular | OK |
| 2625 | El usuario debe disponer de una única Cuenta de Valores (CCV) con al menos un valor comprado anteriormente y que cumpla con los requisitos para poder operar dentro del mercado de valores | KO |
| 2625 | La CCV debe tener una única Cuenta Corriente (CCC) asociada con saldo disponible suficiente y que no firme conjuntamente | KO |
| 2625 | (No pueden ser de firma conjunta, o de un tipo de producto que no se pueda asociar a un contrato de valores, o tratarse de un ordenante que sea menor/no-residente español/discapacitado/autorizado/etc.) | KO |
| 2626 | Usuario que tenga dado de alta un contrato de banca a distancia de tipo Particular | OK |
| 2626 | El usuario debe disponer de más de una Cuenta de Valores (CCV) con el mismo valor comprado anteriormente en varias CCV y que cumpla con los requisitos para poder operar dentro del mercado de valores | KO |
| 2626 | La(s) CCV(s) debe tener una única Cuenta Corriente (CCC) asociada con saldo disponible suficiente y que no firme conjuntamente | KO |
| 2626 | (No pueden ser de firma conjunta, o de un tipo de producto que no se pueda asociar a un contrato de valores, o tratarse de un ordenante que sea menor/no-residente español/discapacitado/autorizado/etc.) | KO |
| 2627 | Disponer de un usuario particular que tenga contrato de banca a distancia | OK |
| 2627 | Disponer de cuenta de valores | KO |
| 2627 | Disponer de al menos una cuenta con saldo para poder realizar las compras de valores | OK |
| 2629 | Usuario con Acceso a Banca distancia Particulares (minorista) | OK |
| 2629 | con cuenta de valores | KO |
| 2629 | y test de conveniencia con resultado Conveniente | KO |
| 2629 | e intención de compra de activo ETF con doc KID vinculado | KO |
| 2630 | Usuario con Acceso a Banca distancia Particulares (minorista) | OK |
| 2630 | con cuenta de valores | KO |
| 2630 | y test de conveniencia con resultado NO Conveniente | KO |
| 2630 | e intención de compra de activo ETF con doc KID vinculado | KO |
| 2631 | Usuario con Acceso a Banca distancia Particulares (minorista) | OK |
| 2631 | con cuenta de valores | KO |
| 2631 | y test de conveniencia NO COMPLETADO | KO |
| 2631 | e intención de compra de activo ETF con doc KID vinculado | KO |
| 2632 | Usuario con Acceso a Banca distancia Particulares (profesional por solicitud) | OK |
| 2632 | con cuenta de valores | KO |
| 2632 | e intención de compra de activo ETF con doc KID vinculado | KO |
| 2633 | Usuario con Acceso a Banca distancia Particulares (minorista) | OK |
| 2633 | con cuenta de valores | KO |
| 2633 | y test de conveniencia Conveniente | KO |
| 2633 | e intención de compra de activo ETF sin doc KID vinculado | KO |
| 2634 | Usuario con Acceso a Banca distancia Particulares (minorista) | OK |
| 2634 | con cuenta de valores | KO |
| 2634 | y test de conveniencia No Conveniente | KO |
| 2634 | e intención de compra de activo ETF sin doc KID vinculado | KO |
| 2635 | Usuario con Acceso a Banca distancia Particulares (minorista) | OK |
| 2635 | con cuenta de valores | KO |
| 2635 | y test de conveniencia No Completado | KO |
| 2635 | e intención de compra de activo ETF sin doc KID vinculado | KO |
| 2636 | Usuario con Acceso a Banca distancia Particulares (profesional por solicitud) | OK |
| 2636 | con cuenta de valores | KO |
| 2636 | e intención de compra de activo ETF SIN doc KID vinculado | KO |
| 2738 | Disponer de un usuario con contrato de banca a distancia particular | OK |
| 2738 | y al menos una cuenta | OK |
| 2739 | Disponer de un usuario con contrato de banca a distancia particular | OK |
| 2739 | y firma vTPC1 | OK |
| 2741 | Disponer de un usuario con contrato de banca a distancia particular | OK |
| 2741 | y Bizum | KO |
| 2742 | Disponer de un usuario con contrato de banca a distancia particular | OK |
| 2742 | con firma vTPC2 | OK |
| 2742 | y pagos CES pendientes | KO |
| 2743 | Disponer de un usuario con contrato de banca a distancia particular | OK |
| 2743 | y al menos dos cuentas | OK |
| 2743 | una de ellas con saldo | OK |
| 2761 | Usuario con más de un titular | KO |
| 2761 | contrato de banca distancia particular | OK |
| 2761 | con préstamo preconcedido Bureaux N | KO |
| 2761 | con un SCL | KO |
| 2761 | y cuenta con más de un titular (firma conjunta) | OK |
| 2761 | Y uno de ellos rechaza la firma | KO |
| 2841 | Usuario autónomo con BDIS | OK |
| 2841 | con solicitudes de documentos pendientes | KO |
| 2842 | Usuario de empresa con BDIS | OK |
| 2842 | sin solicitudes de documentos pendientes | KO |
| 2843 | Usuario de empresa con Tarjeta Secundaria TSEC (1 Contrato Marco) | OK |
| 2844 | Disponer de un usuario que contenga un contrato de banca a distancia de tipo Autonomo | OK |
| 2844 | y firma VTPC1 | OK |
| 2846 | Disponer de un usuario que contenga un contrato de banca a distancia tipo Empresa con firma VTPC2 | OK |
| 2846 | que diponga de al menos una cuenta vista con saldo para poder hacer transferencias | OK |
| 2847 | Disponer de un usuario que contenga un contrato de banca a distancia tipo Empresa con firma VTPC2 | OK |
| 2847 | que disponga de al menos una cuenta vista con saldo para poder realizar una transferencia | OK |
| 2849 | Disponer de un usuario que contenga un contrato de banca a distancia tipo Empresa con firma VTPC2 | OK |
| 2849 | que disponga de al menos una cuenta bloqueada | KO |
| 2854 | Disponer de un 2 usuarios que contengan un contrato de banca a distancia tipo Empresa | OK |
| 2854 | que dispongan de una cuenta en la cual el tipo de firma sea mancomunada con VTPC2 configurada | KO |
| 2854 | en la cual deban firmar los 2 intervinientes para finalizar la opeación | KO |
| 2854 | y la cuenta disponga de saldo para poder realizar la operación | OK |
